1	16	15	14	3	2	0	0	0	0	0	0	0	0	0	0
1	16	15	14	3	4	0	0	0	0	0	0	0	0	0	0
1	16	15	14	13	5	6	0	0	0	0	0	0	0	0	0
1	16	15	14	13	12	11	7	0	0	0	0	0	0	0	0
1	16	15	14	13	12	11	10	8	9	0	0	0	0	0	0
1	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0
1	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
1	16	15	14	13	12	11	10	26	25	23	24	0	0	0	0
1	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	14	13	5	6	0	0	0	0	0	0	0	0	0	0
2	3	14	13	12	11	7	0	0	0	0	0	0	0	0	0
2	3	14	13	12	11	10	8	9	0	0	0	0	0	0	0
2	3	14	15	16	17	0	0	0	0	0	0	0	0	0	0
2	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
2	3	14	13	12	11	10	26	25	23	24	0	0	0	0	0
2	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
4	3	14	13	5	6	0	0	0	0	0	0	0	0	0	0
4	3	14	13	12	11	7	0	0	0	0	0	0	0	0	0
4	3	14	13	12	11	10	8	9	0	0	0	0	0	0	0
4	3	14	15	16	17	0	0	0	0	0	0	0	0	0	0
4	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
4	3	14	13	12	11	10	26	25	23	24	0	0	0	0	0
4	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
6	5	13	12	11	7	0	0	0	0	0	0	0	0	0	0
6	5	13	12	11	10	8	9	0	0	0	0	0	0	0	0
6	5	13	14	15	16	17	0	0	0	0	0	0	0	0	0
6	5	13	12	11	10	26	25	23	22	20	33	19	29	28	0
6	5	13	12	11	10	26	25	23	24	0	0	0	0	0	0
6	5	13	12	11	10	26	25	23	22	20	33	19	29	28	0
7	11	10	8	9	0	0	0	0	0	0	0	0	0	0	0
7	11	12	13	14	15	16	17	0	0	0	0	0	0	0	0
7	11	10	26	25	23	22	20	33	19	29	28	18	0	0	0
7	11	12	13	21	0	0	0	0	0	0	0	0	0	0	0
7	11	10	26	25	23	24	0	0	0	0	0	0	0	0	0
7	11	10	26	25	23	22	20	33	19	29	28	27	0	0	0
7	11	10	26	25	23	22	20	33	19	29	28	30	0	0	0
7	11	10	26	25	23	22	20	33	19	29	31	32	0	0	0
7	11	10	26	25	23	22	20	34	0	0	0	0	0	0	0
9	8	10	11	12	13	14	15	16	17	0	0	0	0	0	0
9	8	10	26	25	23	22	20	33	19	29	28	18	0	0	0
9	8	10	11	12	13	21	0	0	0	0	0	0	0	0	0
9	8	10	26	25	23	24	0	0	0	0	0	0	0	0	0
9	8	10	26	25	23	22	20	33	19	29	28	27	0	0	0
9	8	10	26	25	23	22	20	33	19	29	28	30	0	0	0
9	8	10	26	25	23	22	20	33	19	29	31	32	0	0	0
9	8	10	26	25	23	22	20	34	0	0	0	0	0	0	0
17	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
17	16	15	14	13	12	11	10	26	25	23	24	0	0	0	0
17	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
18	28	29	19	33	20	22	23	25	26	10	11	12	13	21	0
18	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0
18	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0
18	28	29	31	32	0	0	0	0	0	0	0	0	0	0	0
18	28	29	19	33	20	34	0	0	0	0	0	0	0	0	0
21	13	12	11	10	26	25	23	24	0	0	0	0	0	0	0
21	13	12	11	10	26	25	23	22	20	33	19	29	28	27	0
24	23	22	20	33	19	29	28	27	0	0	0	0	0	0	0
24	23	22	20	33	19	29	28	30	0	0	0	0	0	0	0
24	23	22	20	33	19	29	31	32	0	0	0	0	0	0	0
24	23	22	20	34	0	0	0	0	0	0	0	0	0	0	0
27	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0
27	28	29	31	32	0	0	0	0	0	0	0	0	0	0	0
27	28	29	19	33	20	34	0	0	0	0	0	0	0	0	0
30	28	29	31	32	0	0	0	0	0	0	0	0	0	0	0
30	28	29	19	33	20	34	0	0	0	0	0	0	0	0	0
32	31	29	19	33	20	34	0	0	0	0	0	0	0	0	0
1	16	15	14	13	21	0	0	0	0	0	0	0	0	0	0
1	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
2	3	14	13	21	0	0	0	0	0	0	0	0	0	0	0
2	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
4	3	14	13	21	0	0	0	0	0	0	0	0	0	0	0
4	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
6	5	13	21	0	0	0	0	0	0	0	0	0	0	0	0
6	5	13	12	11	10	26	25	23	22	20	33	19	29	28	0
17	16	15	14	13	21	0	0	0	0	0	0	0	0	0	0
17	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
18	28	29	19	33	20	22	23	24	0	0	0	0	0	0	0
21	13	12	11	10	26	25	23	22	20	33	19	29	28	30	0
1	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
2	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
4	3	14	13	12	11	10	26	25	23	22	20	33	19	29	0
6	5	13	12	11	10	26	25	23	22	20	33	19	29	31	0
17	16	15	14	13	12	11	10	26	25	23	22	20	33	19	0
21	13	12	11	10	26	25	23	22	20	33	19	29	31	32	0
1	16	15	14	13	12	11	10	26	25	23	22	20	34	0	0
2	3	14	13	12	11	10	26	25	23	22	20	34	0	0	0
4	3	14	13	12	11	10	26	25	23	22	20	34	0	0	0
6	5	13	12	11	10	26	25	23	22	20	34	0	0	0	0
17	16	15	14	13	12	11	10	26	25	23	22	20	34	0	0
21	13	12	11	10	26	25	23	22	20	34	0	0	0	0	0
